id_pelicula,titulo,popularidad,promedio_votos,presupuesto,ingresos,codigo_idioma_iso,nombre_compania_produccion,nombre_pais,fecha_estreno,director,porcentage_ganancias,Action,Adventure,Animation,Comedy,Crime,Desconocido,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
118340,Guardians of the Galaxy,53.29,7.9,170000000,773328629,en,Marvel Studios,United Kingdom,2014-07-30,James Gunn,454.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403119,47 Meters Down,52.85,5.1,5500000,44235023,en,Dimension Films,United Kingdom,2017-06-15,Johannes Roberts,804.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278,The Shawshank Redemption,51.65,8.5,25000000,28341469,en,Castle Rock Entertainment,United States of America,1994-09-23,Frank Darabont,113.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353491,The Dark Tower,50.9,5.7,60000000,71000000,en,Imagine Entertainment,South Africa,2017-08-03,Nikolaj Arcel,118.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324552,John Wick: Chapter 2,49.25,6.7,40000000,171539887,en,Thunder Road Pictures,United States of America,2017-02-08,Chad Stahelski,428.8500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
337339,The Fate of the Furious,48.57,6.8,250000000,1238764765,en,Universal Pictures,United States of America,2017-04-12,F. Gary Gray,495.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Forrest Gump,48.31,8.2,55000000,677945399,en,Paramount Pictures,United States of America,1994-07-06,Robert Zemeckis,1232.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Pirates of the Caribbean: The Curse of the Black Pearl,47.33,7.5,140000000,655011224,en,Walt Disney Pictures,United States of America,2003-07-09,Gore Verbinski,467.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258489,The Legend of Tarzan,45.38,5.5,180000000,356743061,en,Village Roadshow Pictures,Canada,2016-06-29,David Yates,198.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274857,King Arthur: Legend of the Sword,44.25,6.5,175000000,146175066,en,Village Roadshow Pictures,United States of America,2017-04-27,Guy Ritchie,83.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284052,Doctor Strange,43.85,7.1,165000000,677718395,en,Walt Disney Pictures,United States of America,2016-10-25,Scott Derrickson,410.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297761,Suicide Squad,42.97,5.9,175000000,745600054,en,DC Comics,United States of America,2016-08-02,David Ayer,426.06000000000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Star Wars,42.15,8.1,11000000,775398007,en,Lucasfilm,United States of America,1977-05-25,George Lucas,7049.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214756,Ted 2,42.06,6.2,68000000,217022588,en,Universal Pictures,United States of America,2015-06-25,Seth MacFarlane,319.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Schindler's List,41.73,8.3,22000000,321365567,de,Universal Pictures,United States of America,1993-11-29,Steven Spielberg,1460.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61791,Rise of the Planet of the Apes,41.61,7.0,93000000,482860185,en,Ingenious Film Partners,United States of America,2011-08-03,Rupert Wyatt,519.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294254,Maze Runner: The Scorch Trials,41.23,6.5,61000000,311256926,en,Gotham Group,United States of America,2015-09-09,Wes Ball,510.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,The Godfather,41.11,8.5,6000000,245066411,en,Paramount Pictures,United States of America,1972-03-14,Francis Ford Coppola,4084.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Spirited Away,41.05,8.3,15000000,274925095,ja,Studio Ghibli,Japan,2001-07-20,Hayao Miyazaki,1832.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259316,Fantastic Beasts and Where to Find Them,41.05,7.2,180000000,809342332,en,Heyday films,United Kingdom,2016-11-16,David Yates,449.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395834,Wind River,40.8,7.400000000000001,11000000,184770205,en,Thunder Road Pictures,United Kingdom,2017-08-03,Taylor Sheridan,1679.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291805,Now You See Me 2,39.54,6.7,90000000,334901337,zh,Summit Entertainment,Canada,2016-06-02,Jon M. Chu,372.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Life Is Beautiful,39.39,8.3,20000000,229400000,en,Miramax Films,Italy,1997-12-20,Roberto Benigni,1147.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335988,Transformers: The Last Knight,39.19,6.2,260000000,604942143,en,Paramount Pictures,United States of America,2017-06-21,Michael Bay,232.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Harry Potter and the Philosopher's Stone,38.19,7.5,125000000,976475550,en,1492 Pictures,United Kingdom,2001-11-16,Chris Columbus,781.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99861,Avengers: Age of Ultron,37.38,7.3,280000000,1405403694,en,Marvel Studios,United States of America,2015-04-22,Joss Whedon,501.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Psycho,36.83,8.3,806948,32000000,en,Paramount Pictures,United States of America,1960-06-16,Alfred Hitchcock,3965.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,The Godfather: Part II,36.63,8.3,13000000,47542841,en,Paramount Pictures,United States of America,1974-12-20,Francis Ford Coppola,365.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324852,Despicable Me 3,36.63,6.2,80000000,1020063384,en,Illumination Entertainment,United States of America,2017-06-15,Kyle Balda,1275.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330459,Rogue One: A Star Wars Story,36.57,7.4,200000000,1056057273,en,Lucasfilm,United States of America,2016-12-14,Gareth Edwards,528.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240832,Lucy,36.45,6.3,40000000,126546825,zh,Universal Pictures,France,2014-07-14,Luc Besson,316.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283366,Miss Peregrine's Home for Peculiar Children,36.26,6.5,110000000,296485719,en,Ingenious Media,Belgium,2016-09-28,Tim Burton,269.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395992,Life,36.26,6.3,58000000,100541806,cn,Columbia Pictures,United States of America,2017-03-22,Daniel Espinosa,173.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
399019,The Beguiled,36.26,5.8,10500000,25442939,en,American Zoetrope,United States of America,2017-06-23,Sofia Coppola,242.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339846,Baywatch,35.64,6.1,69000000,177856751,en,Paramount Pictures,United States of America,2017-05-12,Seth Gordon,257.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,One Flew Over the Cuckoo's Nest,35.53,8.3,3000000,108981275,en,United Artists,United States of America,1975-11-18,Miloš Forman,3632.710000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76338,Thor: The Dark World,34.91,6.8,170000000,644571402,en,Marvel Studios,United States of America,2013-10-29,Alan Taylor,379.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19404,Dilwale Dulhania Le Jayenge,34.46,9.1,13200000,100000000,hi,Yash Raj Films,India,1995-10-20,Aditya Chopra,757.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296096,Me Before You,34.35,7.599999999999999,20000000,207945075,en,New Line Cinema,United States of America,2016-06-02,Thea Sharrock,1039.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15206,The Mother of Tears,34.15,4.1,3500000,54947,en,Myriad Pictures,Italy,2007-09-06,Dario Argento,1.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24021,The Twilight Saga: Eclipse,34.05,5.9,68000000,698491347,en,Summit Entertainment,United States of America,2010-06-23,David Slade,1027.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68726,Pacific Rim,33.95,6.7,180000000,407602906,en,Legendary Pictures,United States of America,2013-07-11,Guillermo del Toro,226.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282035,The Mummy,33.7,5.4,125000000,407778013,ar,Universal Pictures,United States of America,2017-06-06,Alex Kurtzman,326.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378236,The Emoji Movie,33.69,5.8,50000000,66913939,en,Columbia Pictures,United States of America,2017-07-28,Anthony Leondis,133.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312221,Creed,33.45,7.3,37000000,173567581,en,New Line Cinema,United States of America,2015-11-25,Ryan Coogler,469.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
603,The Matrix,33.37,7.9,63000000,463517383,en,Village Roadshow Pictures,Australia,1999-03-30,Lana Wachowski,735.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216015,Fifty Shades of Grey,33.07,5.2,40000000,571006128,en,Focus Features,United States of America,2015-02-11,Sam Taylor-Johnson,1427.5199999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135397,Jurassic World,32.79,6.5,150000000,1513528810,en,Universal Studios,United States of America,2015-06-09,Colin Trevorrow,1009.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157336,Interstellar,32.21,8.1,165000000,675120017,en,Paramount Pictures,Canada,2014-11-05,Christopher Nolan,409.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,The Lord of the Rings: The Fellowship of the Ring,32.07,8.0,93000000,871368364,en,WingNut Films,New Zealand,2001-12-18,Peter Jackson,936.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137113,Edge of Tomorrow,31.98,7.599999999999999,178000000,370541256,en,Village Roadshow Pictures,Australia,2014-05-27,Doug Liman,208.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122917,The Hobbit: The Battle of the Five Armies,31.72,7.1,250000000,956019788,en,WingNut Films,New Zealand,2014-12-10,Peter Jackson,382.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140607,Star Wars: The Force Awakens,31.63,7.5,245000000,2068223624,en,Lucasfilm,United States of America,2015-12-15,J.J. Abrams,844.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209112,Batman v Superman: Dawn of Justice,31.44,5.7,250000000,873260194,en,DC Comics,United States of America,2016-03-23,Zack Snyder,349.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Pirates of the Caribbean: At World's End,31.36,6.900000000000001,300000000,961000000,en,Walt Disney Pictures,United States of America,2007-05-19,Gore Verbinski,320.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195590,Collide,31.31,5.5,21500000,4811525,de,Silver Pictures,China,2016-08-04,Eran Creevy,22.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8966,Twilight,31.28,5.8,37000000,392616625,en,Summit Entertainment,United States of America,2008-11-20,Catherine Hardwicke,1061.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,The Amazing Spider-Man,31.100000000000005,6.5,215000000,752215857,en,Columbia Pictures,United States of America,2012-06-27,Marc Webb,349.87000000000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374720,Dunkirk,30.940000000000005,7.5,100000000,519876949,en,Canal+,Netherlands,2017-07-19,Christopher Nolan,519.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329865,Arrival,30.84,7.2,47000000,203388186,zh,Paramount Pictures,United States of America,2016-11-10,Denis Villeneuve,432.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76203,12 Years a Slave,30.32,7.9,20000000,187000000,en,Plan B Entertainment,United States of America,2013-10-18,Steve McQueen,935.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198184,Chappie,30.21,6.599999999999999,49000000,104399548,en,Columbia Pictures,Mexico,2015-03-04,Neill Blomkamp,213.06000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18239,The Twilight Saga: New Moon,30.12,5.6,50000000,709827462,en,Summit Entertainment,United States of America,2009-03-15,Chris Weitz,1419.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Harry Potter and the Chamber of Secrets,29.739999999999995,7.400000000000001,100000000,876688482,en,1492 Pictures,Germany,2002-11-13,Chris Columbus,876.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Pirates of the Caribbean: Dead Man's Chest,29.46,7.0,200000000,1065659812,en,Walt Disney Pictures,United States of America,2006-06-20,Gore Verbinski,532.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293167,Kong: Skull Island,29.43,6.2,185000000,566652812,en,Legendary Pictures,United States of America,2017-03-08,Jordan Vogt-Roberts,306.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,The Lord of the Rings: The Two Towers,29.42,8.0,79000000,926287400,en,WingNut Films,New Zealand,2002-12-18,Peter Jackson,1172.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Spider-Man,29.41,6.8,139000000,821708551,en,Columbia Pictures,United States of America,2002-05-01,Sam Raimi,591.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76341,Mad Max: Fury Road,29.36,7.3,150000000,378858340,en,Village Roadshow Pictures,Australia,2015-05-13,George Miller,252.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,The Lord of the Rings: The Return of the King,29.32,8.1,94000000,1118888979,en,WingNut Films,New Zealand,2003-12-01,Peter Jackson,1190.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10195,Thor,29.16,6.6,150000000,449326618,en,Marvel Studios,United States of America,2011-04-21,Kenneth Branagh,299.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341174,Fifty Shades Darker,29.13,6.0,55000000,378827494,en,Universal Pictures,United States of America,2017-02-08,James Foley,688.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27205,Inception,29.11,8.1,160000000,825532764,en,Legendary Pictures,United Kingdom,2010-07-14,Christopher Nolan,515.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381288,Split,28.92,7.0,9000000,276921998,en,Universal Pictures,United States of America,2016-11-15,M. Night Shyamalan,3076.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
272,Batman Begins,28.510000000000005,7.5,150000000,374218673,en,DC Comics,United Kingdom,2005-06-10,Christopher Nolan,249.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Harry Potter and the Prisoner of Azkaban,28.46,7.7,130000000,789804554,en,1492 Pictures,United Kingdom,2004-05-31,Alfonso Cuarón,607.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207703,Kingsman: The Secret Service,28.22,7.6,81000000,414351546,en,Twentieth Century Fox Film Corporation,United Kingdom,2015-01-29,Matthew Vaughn,511.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417830,Diary of a Wimpy Kid: The Long Haul,28.18,6.1,22000000,40120144,en,Twentieth Century Fox,United States of America,2017-05-19,David Bowers,182.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,Pirates of the Caribbean: On Stranger Tides,27.89,6.400000000000001,380000000,1045713802,en,Walt Disney Pictures,United States of America,2011-05-14,Rob Marshall,275.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262500,Insurgent,27.89,6.2,110000000,295238201,en,Summit Entertainment,United States of America,2015-03-18,Robert Schwentke,268.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238636,The Purge: Anarchy,27.76,6.6,9000000,108782847,en,Universal Pictures,France,2014-07-17,James DeMonaco,1208.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
559,Spider-Man 3,27.61,5.900000000000001,258000000,890871626,en,Columbia Pictures,United States of America,2007-05-01,Sam Raimi,345.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121856,Assassin's Creed,27.54,5.4,125000000,240697856,en,Regency Enterprises,France,2016-12-21,Justin Kurzel,192.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225886,Sex Tape,27.47,5.2,40000000,126069509,en,Escape Artists,United States of America,2014-07-17,Jake Kasdan,315.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168259,Furious 7,27.28,7.3,190000000,1506249360,en,Universal Pictures,Japan,2015-04-01,James Wan,792.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Titanic,26.89,7.5,200000000,1845034188,en,Paramount Pictures,United States of America,1997-11-18,James Cameron,922.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,Pan's Labyrinth,26.82,7.599999999999999,19000000,83258226,es,Estudios Picasso,Spain,2006-05-27,Guillermo del Toro,438.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131634,The Hunger Games: Mockingjay - Part 2,26.63,6.599999999999999,160000000,653428261,en,Studio Babelsberg,Germany,2015-11-18,Francis Lawrence,408.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,"Monsters, Inc.",26.42,7.5,115000000,562816256,en,Walt Disney Pictures,United States of America,2001-11-01,Pete Docter,489.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102382,The Amazing Spider-Man 2,26.24,6.5,200000000,705717432,en,Columbia Pictures,United States of America,2014-04-16,Marc Webb,352.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190,World War Z,26.11,6.7,200000000,531865000,en,Paramount Pictures,United States of America,2013-06-20,Marc Forster,265.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50620,The Twilight Saga: Breaking Dawn - Part 2,26.08,6.099999999999999,120000000,829000000,en,Summit Entertainment,United States of America,2012-11-13,Bill Condon,690.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127585,X-Men: Days of Future Past,26.06,7.5,250000000,747862775,en,Twentieth Century Fox Film Corporation,United Kingdom,2014-05-15,Bryan Singer,299.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269149,Zootopia,26.02,7.7,150000000,1023784195,en,Walt Disney Pictures,United States of America,2016-02-11,Byron Howard,682.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50619,The Twilight Saga: Breaking Dawn - Part 1,25.97,5.8,110000000,712171856,en,Summit Entertainment,United States of America,2011-03-15,Bill Condon,647.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300669,Don't Breathe,25.87,6.7,9900000,157100845,en,Ghost House Pictures,United States of America,2016-08-25,Fede Alvarez,1586.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Back to the Future,25.78,8.0,19000000,381109762,en,Universal Pictures,United States of America,1985-07-03,Robert Zemeckis,2005.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286217,The Martian,25.63,7.599999999999999,108000000,630161890,en,Twentieth Century Fox Film Corporation,United States of America,2015-09-30,Ridley Scott,583.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Finding Nemo,25.5,7.6,94000000,940335536,en,Pixar Animation Studios,United States of America,2003-05-30,Andrew Stanton,1000.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101299,The Hunger Games: Catching Fire,25.31,7.4,130000000,847423452,en,Lionsgate,United States of America,2013-11-15,Francis Lawrence,651.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Kill Bill: Vol. 1,25.26,7.699999999999999,30000000,180949000,en,Miramax Films,United States of America,2003-10-10,Quentin Tarantino,603.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109439,The Hangover Part III,25.09,6.0,103000000,362000072,en,Legendary Pictures,United States of America,2013-05-23,Todd Phillips,351.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206647,Spectre,24.93,6.3,245000000,880674609,fr,Columbia Pictures,United Kingdom,2015-10-26,Sam Mendes,359.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Harry Potter and the Goblet of Fire,24.899999999999995,7.5,150000000,895921036,en,Patalex IV Productions Limited,United Kingdom,2005-11-05,Mike Newell,597.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93456,Despicable Me 2,24.82,7.0,76000000,970761885,en,Universal Pictures,United States of America,2013-06-25,Pierre Coffin,1277.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136835,No Good Deed,24.64,5.6,13200000,53830415,en,Will Packer Productions,United States of America,2014-09-10,Sam Miller,407.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
