id_pelicula,titulo,popularidad,promedio_votos
89,Indiana Jones and the Last Crusade,0.027014192040037258,0.8351648351648352
90,Beverly Hills Cop,0.015525397724159345,0.7472527472527473
95,Armageddon,0.02418309010210232,0.7142857142857143
96,Beverly Hills Cop II,0.01680395988967835,0.6703296703296703
97,Tron,0.030265392975214158,0.7252747252747253
98,Gladiator,0.04235693802626532,0.868131868131868
99,All About My Mother,0.018265173793128642,0.8131868131868132
100,"Lock, Stock and Two Smoking Barrels",0.008420245118632303,0.8241758241758241
101,Leon: The Professional,0.037407075928327455,0.901098901098901
103,Taxi Driver,0.025735629874518256,0.8901098901098901
104,Run Lola Run,0.014192040037260953,0.7912087912087912
105,Back to the Future,0.047087618038685636,0.8791208791208791
106,Predator,0.03379057151728798,0.8021978021978021
107,Snatch,0.025589508484173226,0.8461538461538461
111,Scarface,0.020639646386235364,0.8791208791208791
114,Pretty Woman,0.024384007013826734,0.7692307692307692
115,The Big Lebowski,0.02913295220004018,0.8571428571428571
116,Match Point,0.016475186761402034,0.7912087912087912
117,The Untouchables,0.02020128221520028,0.8351648351648351
118,Charlie and the Chocolate Factory,0.040256443040055524,0.7362637362637363
120,The Lord of the Rings: The Fellowship of the Ring,0.05857641235456355,0.8791208791208791
121,The Lord of the Rings: The Two Towers,0.05373614129938446,0.8791208791208791
122,The Lord of the Rings: The Return of the King,0.05355348956145317,0.8901098901098901
123,The Lord of the Rings,0.014447752470364755,0.6703296703296703
128,Princess Mononoke,0.03136130340280188,0.901098901098901
129,Spirited Away,0.07497853842079306,0.9120879120879122
134,"O Brother, Where Art Thou?",0.022703611024858898,0.8021978021978021
137,Groundhog Day,0.023726460757274106,0.8131868131868133
138,Dracula,0.01369888034484648,0.7912087912087912
140,Bad Education,0.013991123125536539,0.7802197802197801
141,Donnie Darko,0.03342526804142541,0.8461538461538461
142,Brokeback Mountain,0.021534639902098664,0.8241758241758241
144,Wings of Desire,0.011616650532429816,0.8241758241758241
146,"Crouching Tiger, Hidden Dragon",0.03642075654349851,0.7912087912087912
149,Akira,0.01989077426071709,0.8571428571428571
150,48 Hrs.,0.027945715903486816,0.7142857142857143
152,Star Trek: The Motion Picture,0.015123563900710513,0.6813186813186812
153,Lost in Translation,0.02120586677382235,0.8021978021978021
154,Star Trek II: The Wrath of Khan,0.013077864435880106,0.8021978021978021
155,The Dark Knight,0.2249721456099655,0.9120879120879122
157,Star Trek III: The Search for Spock,0.011324407751739757,0.7032967032967034
161,Ocean's Eleven,0.022119125463478783,0.7912087912087912
162,Edward Scissorhands,0.03216497104969954,0.8241758241758242
163,Ocean's Twelve,0.021680761292443694,0.7032967032967034
164,Breakfast at Tiffany's,0.01987250908692396,0.8351648351648352
165,Back to the Future Part II,0.025005022922793108,0.8131868131868133
167,K-PAX,0.022648815503479514,0.7802197802197801
168,Star Trek IV: The Voyage Home,0.023014118979342087,0.7582417582417583
169,Predator 2,0.021443314033133026,0.6593406593406593
170,28 Days Later,0.03225629691866518,0.7802197802197801
172,Star Trek V: The Final Frontier,0.02248442893934136,0.6153846153846153
173,"20,000 Leagues Under the Sea",0.015927231547608174,0.7582417582417583
174,Star Trek VI: The Undiscovered Country,0.010776452537945898,0.7362637362637363
176,Saw,0.04294142358764544,0.7912087912087912
177,The Fisher King,0.020420464300717818,0.7912087912087912
179,The Interpreter,0.02200953442072001,0.6813186813186813
180,Minority Report,0.03775411423039691,0.7802197802197801
182,The Good German,0.00966227693656505,0.6483516483516484
183,The Wizard,0.010520740104842096,0.6703296703296703
184,Jackie Brown,0.02999141536831723,0.8021978021978021
185,A Clockwork Orange,0.0312517123600431,0.8791208791208791
186,Lucky Number Slevin,0.020365668779338434,0.8131868131868133
187,Sin City,0.02741602586348609,0.7912087912087912
189,Sin City: A Dame to Kill For,0.037662788361431256,0.6923076923076923
192,The Name of the Rose,0.020950154340718553,0.7912087912087912
193,Star Trek: Generations,0.014813055946227326,0.7032967032967034
194,Amélie,0.02352554384554969,0.8571428571428571
196,Back to the Future Part III,0.023817786626239745,0.7802197802197801
197,Braveheart,0.037918500794535064,0.8461538461538461
199,Star Trek: First Contact,0.016091618111746333,0.7692307692307692
200,Star Trek: Insurrection,0.017424975798644722,0.6923076923076923
201,Star Trek: Nemesis,0.02076750260278726,0.6703296703296703
203,Mean Streets,0.014995707684158616,0.7912087912087912
205,Hotel Rwanda,0.018740068311749982,0.8241758241758241
207,Dead Poets Society,0.03636596102211912,0.8901098901098901
213,North by Northwest,0.022667080677272643,0.8571428571428571
214,Saw III,0.027288169646934188,0.6703296703296703
215,Saw II,0.028128367641418107,0.6923076923076923
217,Indiana Jones and the Kingdom of the Crystal Skull,0.022977588631755825,0.6263736263736264
218,The Terminator,0.03523352024694515,0.8131868131868132
219,Volver,0.011507059489671045,0.8021978021978021
220,East of Eden,0.011744506748981715,0.8241758241758241
223,Rebecca,0.015689784288297502,0.8461538461538461
226,Boys Don't Cry,0.01194542366070613,0.7912087912087912
227,The Outsiders,0.011762771922774844,0.7582417582417583
231,Syriana,0.010539005278635225,0.6923076923076923
232,Rumble Fish,0.014995707684158616,0.7472527472527473
235,Stand by Me,0.027781329339348664,0.8571428571428571
236,Muriel's Wedding,0.009589216241392536,0.7582417582417583
237,Young Adam,0.009570951067599408,0.6483516483516484
238,The Godfather,0.07508812946355184,0.934065934065934
239,Some Like It Hot,0.02164423094485744,0.8791208791208791
240,The Godfather: Part II,0.06690533160423022,0.9120879120879122
241,Natural Born Killers,0.020511790169683467,0.7582417582417583
242,The Godfather: Part III,0.031397833750388134,0.7802197802197801
243,High Fidelity,0.015561928071745602,0.7692307692307692
244,King Kong,0.015945496721401303,0.8461538461538461
245,About a Boy,0.02001863047726899,0.7252747252747253
248,Pocketful of Miracles,0.00484027105517909,0.8021978021978021
251,Ghost,0.021826882682788724,0.7582417582417583
252,Willy Wonka & the Chocolate Factory,0.022685345851065773,0.8131868131868133
253,Live and Let Die,0.017845074795886682,0.7032967032967034
254,King Kong,0.0360919834152222,0.7252747252747253
257,Oliver Twist,0.022594019982100127,0.7362637362637363
261,Cat on a Hot Tin Roof,0.021534639902098664,0.8351648351648351
266,Contempt,0.013771941040018993,0.8241758241758242
268,Batman,0.03490474711866883,0.7692307692307692
272,Batman Begins,0.05207401048420976,0.8241758241758241
274,The Silence of the Lambs,0.007872289904838443,0.8901098901098901
275,Fargo,0.023032384153135216,0.8461538461538461
277,Underworld,0.037662788361431256,0.7252747252747253
278,The Shawshank Redemption,0.09433962264150943,0.9340659340659341
279,Amadeus,0.023160240369687116,0.8571428571428571
280,Terminator 2: Judgment Day,0.041388883815229496,0.8461538461538461
281,Strange Days,0.020493524995890335,0.7472527472527473
284,The Apartment,0.02189994337796124,0.8901098901098901
285,Pirates of the Caribbean: At World's End,0.057279585015251405,0.7582417582417583
287,Bull Durham,0.012639500264845019,0.7252747252747253
288,High Noon,0.030539370582111085,0.8351648351648351
289,Casablanca,0.025425121920035067,0.8681318681318682
290,Barton Fink,0.015324480812434932,0.8131868131868133
291,Riding Giants,0.004018338234488301,0.8351648351648351
292,Dave Chappelle's Block Party,0.003817421322763885,0.7142857142857143
294,Desert Hearts,0.0028311019379349393,0.7362637362637363
296,Terminator 3: Rise of the Machines,0.038028091837293825,0.6483516483516484
297,Meet Joe Black,0.02562603883175948,0.7582417582417583
298,Ocean's Thirteen,0.02221045133244443,0.7142857142857143
300,The Science of Sleep,0.01936108422071636,0.7472527472527473
302,Swimming Pool,0.02644797165245027,0.7142857142857143
303,Notorious,0.018520886226232443,0.8571428571428571
306,Beverly Hills Cop III,0.021534639902098664,0.6043956043956044
308,Broken Flowers,0.012036749529671773,0.7472527472527473
310,Bruce Almighty,0.02913295220004018,0.7032967032967034
313,Snow Cake,0.021114540904856708,0.8021978021978021
314,Catwoman,0.024365741840033605,0.4615384615384615
319,True Romance,0.031397833750388134,0.8241758241758241
320,Insomnia,0.020858828471752907,0.7472527472527473
321,Mambo Italiano,0.0052421048786279205,0.6153846153846153
322,Mystic River,0.023014118979342087,0.8351648351648351
326,Snakes on a Plane,0.013552758954501452,0.5604395604395603
327,Brother,0.014849586293813586,0.7472527472527473
329,Jurassic Park,0.016182943980711975,0.8351648351648351
330,The Lost World: Jurassic Park,0.001442948729657163,0.6813186813186812
331,Jurassic Park III,0.0011872362965533617,0.6263736263736264
334,Magnolia,0.016603042977953935,0.8241758241758241
335,Once Upon a Time in the West,0.02847540594348755,0.8901098901098901
338,"Good bye, Lenin!",0.019379349394509488,0.8131868131868132
339,Night on Earth,0.015141829074503642,0.8241758241758241
340,Everything is Illuminated,0.014137244515881569,0.8131868131868133
345,Eyes Wide Shut,0.024237885623481704,0.7802197802197801
346,Seven Samurai,0.027434291037279217,0.901098901098901
348,Alien,0.04270397632833476,0.8681318681318682
350,The Devil Wears Prada,0.02392737766899852,0.769230769230769
364,Batman Returns,0.02739776068969296,0.7252747252747253
377,A Nightmare on Elm Street,0.025005022922793108,0.7912087912087912
378,Raising Arizona,0.025589508484173226,0.7912087912087912
379,Miller's Crossing,0.01369888034484648,0.8241758241758242
380,Rain Man,0.020584850864855977,0.8351648351648351
381,To Catch a Thief,0.010027580412427625,0.7802197802197801
387,Das Boot,0.016073352937953204,0.8681318681318682
388,Inside Man,0.02445706770899925,0.8021978021978021
389,12 Angry Men,0.030137536758662258,0.901098901098901
391,A Fistful of Dollars,0.022703611024858895,0.8351648351648352
392,Chocolat,0.016310800197263876,0.7472527472527473
393,Kill Bill: Vol. 2,0.039324919176605966,0.8461538461538461
395,AVP: Alien vs. Predator,0.023087179674514603,0.6153846153846153
396,Who's Afraid of Virginia Woolf?,0.010155436628979523,0.8571428571428571
398,Capote,0.010977369449670312,0.7582417582417583
400,Things to Do in Denver When You're Dead,0.00820106303311476,0.7362637362637363
401,Garden State,0.021242397121408612,0.78021978021978
402,Basic Instinct,0.030374984017972926,0.7142857142857143
403,Driving Miss Daisy,0.019543735958647643,0.7692307692307692
408,Snow White and the Seven Dwarfs,0.029699172587627175,0.7582417582417583
409,The English Patient,0.028420610422108167,0.7692307692307692
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.03313302526073535,0.7362637362637363
414,Batman Forever,0.02432921149244735,0.5714285714285714
415,Batman & Robin,0.031123856143491207,0.4615384615384615
421,The Life Aquatic with Steve Zissou,0.012676030612431277,0.7802197802197801
423,The Pianist,0.027050722387623516,0.8901098901098901
424,Schindler's List,0.0762205702387258,0.9120879120879121
425,Ice Age,0.03165354618349193,0.7802197802197801
426,Vertigo,0.03326088147728726,0.8791208791208791
429,"The Good, the Bad and the Ugly",0.030667226798662985,0.8901098901098901
430,"One, Two, Three",0.005552612833111107,0.8351648351648352
431,Cube,0.022100860289685654,0.7582417582417583
433,Mary Poppins,0.027616942775210502,0.8131868131868133
435,The Day After Tomorrow,0.027489086558658605,0.6813186813186813
440,Aliens vs Predator: Requiem,0.019708122522785802,0.5384615384615385
441,Human Nature,0.014082448994502181,0.6703296703296703
442,Popular Music,0.0018082522055197353,0.6593406593406593
451,Leaving Las Vegas,0.018867924528301886,0.7802197802197801
452,The Idiots,0.016749164368298965,0.7362637362637363
453,A Beautiful Mind,0.021808617508995595,0.8461538461538461
454,Romeo + Juliet,0.02149810955451241,0.7362637362637363
455,Bend It Like Beckham,0.011433998794498529,0.6813186813186812
462,Erin Brockovich,0.018520886226232443,0.7802197802197801
470,21 Grams,0.011634915706222944,0.7912087912087912
473,Pi,0.019397614568302614,0.7802197802197801
475,Bonnie and Clyde,0.022119125463478783,0.8351648351648351
476,Drugstore Cowboy,0.014666934555882296,0.7692307692307692
479,Shaft,0.013552758954501453,0.6043956043956044
482,Shaft,0.0068311749986301115,0.7142857142857143
483,Wild at Heart,0.015580193245538729,0.7692307692307692
488,The African Queen,0.012128075398637417,0.8131868131868132
489,Good Will Hunting,0.027507351732451734,0.8681318681318682
492,Being John Malkovich,0.020858828471752907,0.8021978021978021
493,Shaft's Big Score!,0.0013881532082777768,0.6703296703296703
494,Shaft in Africa,0.002593654678624267,0.5934065934065934
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.015123563900710513,0.7142857142857143
497,The Green Mile,0.036475552064877896,0.901098901098901
500,Reservoir Dogs,0.0223200423752032,0.8901098901098901
503,Poseidon,0.012018484355878647,0.6043956043956044
504,Monster,0.013132659957259494,0.7692307692307692
505,Johnny Handsome,0.016548247456574548,0.6703296703296703
506,Marnie,0.011707976401395459,0.7912087912087912
507,Killing Zoe,0.009041261027598677,0.6703296703296703
508,Love Actually,0.01934281904692323,0.7692307692307692
509,Notting Hill,0.018027726533817966,0.7692307692307692
510,One Flew Over the Cuckoo's Nest,0.06489616248698606,0.9120879120879121
512,Scoop,0.014904381815192972,0.7032967032967034
521,Dial M for Murder,0.014338161427605982,0.8681318681318682
522,Ed Wood,0.021406783685546767,0.8021978021978021
524,Casino,0.018520886226232443,0.8571428571428571
525,The Blues Brothers,0.01841129518347367,0.8241758241758241
526,Ladyhawke,0.014904381815192972,0.7472527472527473
533,The Curse of the Were-Rabbit,0.02149810955451241,0.7472527472527473
534,Terminator Salvation,0.030155801932455387,0.6483516483516484
535,Flashdance,0.018064256881404228,0.6703296703296703
539,Psycho,0.06727063508009277,0.9120879120879122
544,There's Something About Mary,0.02135198816416738,0.7142857142857143
546,Transamerica,0.013516228606915195,0.7582417582417583
547,The Horse Whisperer,0.014045918646915925,0.7362637362637363
548,Rashomon,0.018064256881404228,0.8791208791208791
549,Basquiat,0.008767283420701747,0.7252747252747253
550,Fight Club,0.11665966501671263,0.9120879120879122
551,The Poseidon Adventure,0.018886189702095015,0.8021978021978021
553,Dogville,0.0179181354910592,0.8351648351648351
557,Spider-Man,0.053717876125591334,0.7472527472527473
558,Spider-Man 2,0.01978118321795832,0.7362637362637363
559,Spider-Man 3,0.05043014484282818,0.6483516483516484
561,Constantine,0.01757109718898975,0.7252747252747253
562,Die Hard,0.03039324919176606,0.8241758241758241
563,Starship Troopers,0.026320115435898368,0.7362637362637363
564,The Mummy,0.04379988675592248,0.7252747252747253
565,The Ring,0.02509634879175875,0.7142857142857143
567,Rear Window,0.0327129262634934,0.901098901098901
568,Apollo 13,0.03426546603590933,0.8021978021978021
571,The Birds,0.021169336426236095,0.8021978021978021
573,Frenzy,0.009717072457944438,0.7912087912087912
574,The Man Who Knew Too Much,0.022922793110376444,0.8021978021978022
576,The Wild Bunch,0.021406783685546767,0.8461538461538461
577,To Die For,0.01908710661381943,0.7362637362637363
578,Jaws,0.03603718789384281,0.8241758241758242
579,Jaws 2,0.02047525982209721,0.6483516483516484
580,Jaws: The Revenge,0.01704140714898902,0.3846153846153846
581,Dances with Wolves,0.021278927468994863,0.8351648351648352
582,The Lives of Others,0.016475186761402034,0.8681318681318682
583,Life of Brian,0.019562001132440776,0.8461538461538461
584,2 Fast 2 Furious,0.004237520320005845,0.6813186813186812
585,"Monsters, Inc.",0.04825658916144587,0.8241758241758242
586,Wag the Dog,0.013881532082777766,0.7362637362637363
587,Big Fish,0.026922866171071615,0.8351648351648352
588,Silent Hill,0.014502547991744141,0.6923076923076923
590,The Hours,0.026831540302105977,0.7692307692307692
591,The Da Vinci Code,0.033918427733839886,0.7142857142857143
592,The Conversation,0.02420135527589545,0.8241758241758241
594,The Terminal,0.025735629874518256,0.78021978021978
595,To Kill a Mockingbird,0.026082668176587696,0.8681318681318682
597,Titanic,0.049115052329722915,0.8241758241758241
598,City of God,0.027324699994520446,0.9010989010989009
599,Sunset Boulevard,0.021388518511753638,0.901098901098901
600,Full Metal Jacket,0.025461652267621326,0.8681318681318682
601,E.T. the Extra-Terrestrial,0.035361376463497046,0.8021978021978021
602,Independence Day,0.03220150139728579,0.7362637362637363
603,The Matrix,0.060950884947670265,0.8681318681318682
604,The Matrix Reloaded,0.029644377066247785,0.7362637362637363
605,The Matrix Revolutions,0.02807357212003872,0.7032967032967034
606,Out of Africa,0.025571243310380097,0.7692307692307692
607,Men in Black,0.028822444245556994,0.7582417582417583
608,Men in Black II,0.03064896162486986,0.6703296703296703
609,Poltergeist,0.02151637472830554,0.7802197802197801
612,Munich,0.017662423057955394,0.7692307692307692
613,Downfall,0.014045918646915925,0.8461538461538463
615,The Passion of the Christ,0.024091764233136675,0.7582417582417583
616,The Last Samurai,0.03576321028694587,0.8021978021978021
617,Wild Things,0.025425121920035067,0.6923076923076923
618,The Birth of a Nation,0.009333503808288736,0.7032967032967034
619,The Bodyguard,0.0179181354910592,0.6813186813186813
620,Ghostbusters,0.04034776890902117,0.8021978021978021
621,Grease,0.014338161427605982,0.7912087912087912
622,The Ninth Gate,0.020676176733821622,0.6923076923076923
623,A Fish Called Wanda,0.020822298124166652,0.7802197802197801
625,The Killing Fields,0.020931889166925424,0.8241758241758241
627,Trainspotting,0.035343111289703924,0.8571428571428571
628,Interview with the Vampire,0.021863413030374985,0.7912087912087912
629,The Usual Suspects,0.029772233282799685,0.8901098901098901
630,The Wizard of Oz,0.040292973387641776,0.8131868131868133
634,Bridget Jones's Diary,0.019689857348992677,0.7252747252747253
635,Angel Heart,0.013315311695190781,0.7692307692307692
636,THX 1138,0.014886116641399843,0.7032967032967034
637,Life Is Beautiful,0.07194651957113371,0.9120879120879121
638,Lost Highway,0.0154340718551937,0.8241758241758242
639,When Harry Met Sally...,0.015233154943469286,0.8021978021978021
640,Catch Me If You Can,0.03621983963177409,0.8461538461538461
641,Requiem for a Dream,0.012548174395879377,0.8681318681318682
642,Butch Cassidy and the Sundance Kid,0.012255931615189319,0.8131868131868133
644,A.I. Artificial Intelligence,0.02420135527589545,0.7472527472527473
646,Dr. No,0.03640249136970538,0.7582417582417583
650,Boyz n the Hood,0.012548174395879377,0.8131868131868132
651,M*A*S*H,0.014064183820709055,0.7582417582417583
652,Troy,0.02811010246762498,0.7582417582417583
654,On the Waterfront,0.03326088147728726,0.8791208791208791
655,"Paris, Texas",0.021260662295201738,0.8461538461538461
657,From Russia with Love,0.022904527936583315,0.7582417582417583
658,Goldfinger,0.02518767466072439,0.7912087912087912
660,Thunderball,0.01921496283037133,0.7142857142857143
663,Saw IV,0.022338307548996333,0.6483516483516484
664,Twister,0.015963761895194432,0.6703296703296703
665,Ben-Hur,0.026155728871760212,0.8241758241758241
666,Central Station,0.008986465506219291,0.8351648351648352
667,You Only Live Twice,0.01892272004968127,0.7142857142857143
668,On Her Majesty's Secret Service,0.017096202670368408,0.7142857142857143
670,Oldboy,0.019397614568302614,0.8791208791208791
671,Harry Potter and the Philosopher's Stone,0.06975469871595827,0.8241758241758241
672,Harry Potter and the Chamber of Secrets,0.05432062686076458,0.8131868131868132
673,Harry Potter and the Prisoner of Azkaban,0.051982684615244114,0.8461538461538461
674,Harry Potter and the Goblet of Fire,0.04548028274489031,0.8241758241758241
675,Harry Potter and the Order of the Phoenix,0.03901441122212278,0.8131868131868132
676,Pearl Harbor,0.020858828471752907,0.7252747252747253
679,Aliens,0.03974501817384792,0.8461538461538461
680,Pulp Fiction,0.25744762461414816,0.9120879120879122
681,Diamonds Are Forever,0.02191820855175437,0.6923076923076923
682,The Man with the Golden Gun,0.02215565581106504,0.7032967032967034
686,Contact,0.02624705474072585,0.7912087912087912
687,Dead Man Walking,0.012584704743465633,0.8021978021978021
688,The Bridges of Madison County,0.01086777840691154,0.8021978021978021
691,The Spy Who Loved Me,0.017863339969679808,0.7252747252747253
692,Pink Flamingos,0.010484209757255841,0.6813186813186812
693,Meet the Fockers,0.021699026466236827,0.6703296703296703
694,The Shining,0.03581800580832526,0.8901098901098901
698,Moonraker,0.0193245538731301,0.6483516483516484
699,For Your Eyes Only,0.017845074795886682,0.6923076923076923
700,Octopussy,0.019397614568302614,0.6813186813186812
702,A Streetcar Named Desire,0.013333576868983907,0.8351648351648351
703,Annie Hall,0.03315129043452848,0.8571428571428571
704,A Hard Day's Night,0.010447679409669583,0.8021978021978021
705,All About Eve,0.02202779959451314,0.8791208791208791
707,A View to a Kill,0.023452483150377176,0.6593406593406593
708,The Living Daylights,0.022265246853823813,0.6813186813186813
709,Licence to Kill,0.020347403605545305,0.6483516483516484
710,GoldenEye,0.026831540302105973,0.7252747252747253
711,Finding Forrester,0.019251493177957584,0.7692307692307692
712,Four Weddings and a Funeral,0.016420391240022647,0.7252747252747253
713,The Piano,0.013589289302087712,0.7802197802197801
714,Tomorrow Never Dies,0.031343038229008746,0.6593406593406593
744,Top Gun,0.037078302800051144,0.7362637362637363
745,The Sixth Sense,0.03369924564832234,0.8461538461538461
746,The Last Emperor,0.02023781256278653,0.8131868131868132
747,Shaun of the Dead,0.027215108951761675,0.8241758241758242
752,V for Vendetta,0.03691391623591298,0.8461538461538461
754,Face/Off,0.020950154340718553,0.7472527472527473
755,From Dusk Till Dawn,0.028018776598659333,0.7582417582417583
756,Fantasia,0.014685199729675425,0.7912087912087912
762,Monty Python and the Holy Grail,0.01905057626623317,0.8571428571428571
763,Braindead,0.024931962227620594,0.8131868131868133
764,The Evil Dead,0.019032311092440045,0.8021978021978021
765,Evil Dead II,0.024694514968309923,0.8241758241758242
767,Harry Potter and the Half-Blood Prince,0.034849951597289444,0.8131868131868133
768,From Hell,0.014228570384847213,0.7252747252747253
769,GoodFellas,0.028164897989004362,0.901098901098901
770,Gone with the Wind,0.026009607481415186,0.8461538461538461
771,Home Alone,0.0012785621655190048,0.7802197802197801
772,Home Alone 2: Lost in New York,0.024274415971067963,0.6923076923076923
773,Little Miss Sunshine,0.009717072457944438,0.8241758241758242
782,Gattaca,0.023543809019342818,0.8241758241758241
783,Gandhi,0.022612285155893263,0.8131868131868133
786,Almost Famous,0.016603042977953935,0.8131868131868133
787,Mr. & Mrs. Smith,0.028712853202798223,0.7142857142857143
788,Mrs. Doubtfire,0.020402199126924692,0.7692307692307692
790,The Fog,0.01678569471588522,0.7032967032967034
791,The Fog,0.018137317576576738,0.4175824175824176
792,Platoon,0.03326088147728726,0.8241758241758242
793,Blue Velvet,0.014392956948985368,0.8461538461538461
794,The Omen,0.03039324919176606,0.7912087912087912
795,City of Angels,0.015032238031744872,0.7142857142857143
796,Cruel Intentions,0.014940912162779228,0.7252747252747253
801,"Good Morning, Vietnam",0.016475186761402034,0.7802197802197801
802,Lolita,0.01744324097243785,0.8021978021978021
804,Roman Holiday,0.021826882682788724,0.8571428571428571
805,Rosemary's Baby,0.021004949862097933,0.8241758241758242
806,The Omen,0.010356353540703939,0.5824175824175823
807,Se7en,0.03371751082211547,0.8901098901098901
808,Shrek,0.03285904765383842,0.8021978021978021
809,Shrek 2,0.029644377066247785,0.7362637362637362
810,Shrek the Third,0.025699099526931994,0.6593406593406593
812,Aladdin,0.029881824325558456,0.8131868131868133
813,Airplane!,0.023854316973826006,0.7802197802197801
814,An American Werewolf in London,0.02445706770899925,0.7912087912087912
816,Austin Powers: International Man of Mystery,0.02146157920692615,0.7142857142857143
817,Austin Powers: The Spy Who Shagged Me,0.02553471296279384,0.6703296703296703
818,Austin Powers in Goldmember,0.016055087764160075,0.6483516483516484
819,Sleepers,0.01680395988967835,0.8021978021978021
820,JFK,0.025224205008310654,0.8241758241758242
821,Judgment at Nuremberg,0.01771721857933478,0.8351648351648351
824,Moulin Rouge!,0.025005022922793108,0.8131868131868132
825,Playing by Heart,0.005497817311731721,0.7252747252747253
826,The Bridge on the River Kwai,0.016164678806918846,0.8461538461538461
829,Chinatown,0.022447898591755097,0.8681318681318682
830,Forbidden Planet,0.011653180880016073,0.7912087912087912
834,Underworld: Evolution,0.022831467241410802,0.7032967032967034
837,Videodrome,0.01452081316553727,0.7802197802197801
838,American Graffiti,0.01678569471588522,0.7582417582417583
840,Close Encounters of the Third Kind,0.019379349394509488,0.7912087912087912
841,Dune,0.01691355093243712,0.7142857142857143
844,2046,0.013077864435880106,0.7582417582417583
845,Strangers on a Train,0.028164897989004362,0.8351648351648352
846,The X Files,0.02248442893934136,0.7252747252747253
847,Willow,0.018119052402783612,0.7582417582417583
848,Dragonslayer,0.006173628742077481,0.7142857142857143
849,Krull,0.01799119618623171,0.6373626373626373
853,Enemy at the Gates,0.019543735958647643,0.7912087912087912
854,The Mask,0.02580869056969077,0.7252747252747253
855,Black Hawk Down,0.018374764835887413,0.7912087912087912
856,Who Framed Roger Rabbit,0.030667226798662982,0.7912087912087912
857,Saving Private Ryan,0.03974501817384792,0.8681318681318682
858,Sleepless in Seattle,0.0186852727903706,0.7142857142857143
859,Dangerous Liaisons,0.020950154340718553,0.7802197802197801
860,WarGames,0.01519662459588303,0.7692307692307692
861,Total Recall,0.02365340006210159,0.7802197802197801
862,Toy Story,0.04009205647591736,0.8461538461538461
863,Toy Story 2,0.03205538000694076,0.8021978021978021
864,Cool Runnings,0.015178359422089902,0.7472527472527473
865,The Running Man,0.017150998191747795,0.7032967032967034
866,Finding Neverland,0.028365814900728776,0.7912087912087912
867,Sliver,0.020511790169683464,0.5384615384615385
868,Tsotsi,0.011105225666222214,0.7582417582417583
869,Planet of the Apes,0.031635281009698805,0.6153846153846153
871,Planet of the Apes,0.032475479004182725,0.8241758241758241
872,Singin' in the Rain,0.02020128221520028,0.8681318681318682
873,The Color Purple,0.021132806078649837,0.8461538461538461
874,A Man for All Seasons,0.012785621655190049,0.8241758241758241
879,Hook,0.026502767173829656,0.7362637362637363
